txn_id,user_id,txn_date,amount,txn_type,status
116,7579,2024-07-29,2955.93,upi_qr,Success
117,3890,2024-09-17,1527.27,receive,Failed
118,9603,2024-07-29,4475.59,upi_qr,Success
119,2211,2024-06-12,431.78,bill_pay,Pending
120,8987,2024-09-10,1196.7,send,Success
121,3968,2024-10-26,3341.13,recharge,Pending
122,3820,2024-12-03,2647.26,bill_pay,Success
123,6985,2025-05-26,367.27,upi_qr,Pending
124,519,2024-12-12,468.25,send,Success
125,8833,2024-07-04,330.7,send,Success
126,7379,2024-12-10,3443.11,receive,Success
127,4273,2024-10-23,129.09,recharge,Success
128,7937,2024-06-15,568.58,bill_pay,Pending
129,4650,2024-06-12,4459.72,bill_pay,Failed
130,5204,2024-11-09,2243.3,send,Failed
131,5297,2024-11-22,4228.95,recharge,Success
132,1309,2024-07-27,2109.39,receive,Success
133,5670,2025-05-22,4724.54,send,Success
134,9542,2025-02-18,2919.62,bill_pay,Pending
135,1721,2024-09-29,2204,send,Success
136,3084,2024-09-16,2653.25,upi_qr,Success
137,7116,2025-04-04,3871.75,bill_pay,Pending
138,4980,2024-10-31,1075.82,upi_qr,Success
139,3033,2024-11-03,3715.08,send,Failed
140,4789,2024-12-20,3413.61,upi_qr,Pending
141,3076,2024-12-06,166.77,bill_pay,Success
142,5337,2024-08-15,4631.05,bill_pay,Failed
143,607,2024-10-22,2277.15,upi_qr,Success
144,4521,2024-10-29,2023.03,bill_pay,Pending
145,1114,2024-09-12,569.16,receive,Success
146,3336,2024-11-18,2841.88,upi_qr,Success
147,8969,2024-12-24,2115.98,send,Pending
148,6864,2025-02-17,2620.97,upi_qr,Failed
149,964,2025-03-29,3209.67,upi_qr,Failed
150,143,2025-05-20,1803.16,receive,Success
151,3935,2024-07-23,1928.28,recharge,Failed
152,4292,2025-01-28,1347.47,recharge,Failed
153,872,2024-11-02,824.26,recharge,Success
154,5434,2024-09-09,4710.09,upi_qr,Pending
155,7349,2024-09-08,513.07,upi_qr,Pending
156,7100,2025-03-05,1124.58,send,Success
157,965,2025-04-06,2299.88,bill_pay,Failed
158,5747,2025-03-28,3253.26,upi_qr,Pending
159,3927,2025-05-10,3942.1,recharge,Pending
160,8724,2025-01-16,1726.49,upi_qr,Pending
161,3681,2024-12-21,4826.6,recharge,Success
162,3569,2024-11-26,843.3,receive,Failed
163,1270,2024-08-24,1059.04,receive,Success
164,4896,2025-06-08,4381.74,upi_qr,Failed
165,9198,2025-02-28,3723.97,receive,Success
166,740,2024-09-04,1613.99,send,Pending
167,4603,2024-08-30,2797.44,receive,Success
168,330,2024-09-14,1123.02,upi_qr,Failed
169,2856,2025-06-06,2521.03,upi_qr,Pending
170,3883,2024-06-30,3694.17,recharge,Failed
171,7209,2025-04-07,2232.05,bill_pay,Success
172,5282,2025-04-30,1090.18,receive,Success
173,8453,2024-07-23,2876.16,send,Pending
174,6559,2024-06-24,3434.21,send,Success
175,6161,2024-10-10,1492.08,send,Success
176,2775,2025-03-06,1723.09,recharge,Pending
177,9460,2024-07-07,530.08,send,Pending
178,8936,2025-03-11,2061.42,send,Pending
179,8782,2025-06-04,665.77,send,Pending
180,4076,2024-08-04,4847.52,receive,Success
181,4179,2024-12-08,2427.41,bill_pay,Failed
182,3003,2024-07-18,1805.32,send,Success
183,3012,2025-05-15,3352.57,bill_pay,Success
184,7732,2024-08-31,2113.16,send,Failed
185,1740,2025-05-11,4974.03,recharge,Failed
186,7334,2024-08-13,3981.9,upi_qr,Pending
187,1129,2025-04-19,196.25,recharge,Success
188,4636,2024-12-07,1663.82,recharge,Success
189,5805,2025-02-05,4039.86,bill_pay,Pending
190,1914,2025-03-23,3445.77,recharge,Pending
191,7546,2025-02-23,2217.7,receive,Failed
192,5896,2025-04-19,1818.92,recharge,Success
193,1098,2025-04-06,3361.24,bill_pay,Failed
194,499,2024-12-12,2533.73,bill_pay,Pending
195,5425,2025-05-31,113.35,bill_pay,Pending
196,3827,2024-12-12,3029.86,receive,Failed
197,8187,2024-10-14,2004.77,receive,Pending
198,1157,2024-10-05,737.25,receive,Success
199,966,2025-05-20,4993.34,receive,Pending
200,9521,2024-11-18,731.75,bill_pay,Failed
201,4001,2024-12-06,1772.73,receive,Failed
202,1793,2024-09-09,2413.93,bill_pay,Pending
203,5044,2025-05-27,2185.15,upi_qr,Success
204,3416,2025-03-07,4027.59,recharge,Pending
205,9799,2024-06-11,3957.46,bill_pay,Success
206,7053,2024-07-01,1804.76,upi_qr,Pending
207,1890,2024-10-05,1436.52,send,Pending
208,3476,2025-02-10,2463.41,receive,Failed
209,4996,2025-03-31,4522.03,upi_qr,Success
210,9750,2024-09-16,740.43,upi_qr,Success
211,8342,2024-06-18,2109.15,send,Success
212,1364,2024-12-05,2639.46,bill_pay,Failed
213,7215,2025-03-31,784.06,send,Success
214,2058,2025-02-02,1722.17,recharge,Pending
215,9574,2025-01-29,3115.37,bill_pay,Pending
216,1511,2025-01-31,2636.43,receive,Success
217,7971,2024-07-18,1677.26,send,Success
218,302,2025-04-27,2967.68,recharge,Failed
219,6831,2024-08-19,3727.03,recharge,Failed
220,9662,2025-01-18,1091.94,receive,Pending
221,8510,2024-07-28,1530.9,upi_qr,Success
222,1892,2024-12-01,3051.47,send,Pending
223,1262,2025-03-10,1984.4,bill_pay,Pending
224,8173,2024-07-24,1799.8,upi_qr,Pending
225,5517,2024-07-03,618.19,upi_qr,Pending
226,2242,2024-11-22,1159.25,receive,Failed
227,9429,2025-03-06,25.83,recharge,Failed
228,5724,2025-04-30,37.9,upi_qr,Success
229,3865,2024-08-28,2113.53,bill_pay,Pending
230,5125,2025-01-22,555.32,upi_qr,Success
231,2197,2025-05-04,3638.83,upi_qr,Failed
232,1028,2024-09-02,4379.3,upi_qr,Success
233,6206,2024-11-11,2905.79,receive,Pending
234,713,2024-08-21,2152.76,upi_qr,Failed
235,3013,2025-02-28,641.3,recharge,Failed
236,2288,2024-08-12,2149.59,send,Success
237,120,2025-04-20,212.79,bill_pay,Failed
238,9711,2025-04-11,3094.92,recharge,Failed
239,7769,2024-12-15,2418.9,bill_pay,Success
240,2213,2024-12-19,260.36,bill_pay,Pending
241,3080,2024-12-23,4815.94,upi_qr,Failed
242,4023,2025-02-28,3796.9,recharge,Pending
243,8433,2024-09-03,4134.77,upi_qr,Success
244,2643,2024-10-19,3609.47,upi_qr,Success
245,1536,2024-10-29,1840,recharge,Success
246,7377,2024-12-05,4226.69,receive,Failed
247,1361,2025-06-01,1095.69,send,Pending
248,6865,2025-03-11,1005.71,upi_qr,Success
249,3300,2024-08-06,4232.66,bill_pay,Failed
250,776,2024-08-13,2384.88,receive,Failed
251,997,2024-09-06,1939.2,upi_qr,Success
252,1533,2024-10-04,2514.63,send,Success
253,5355,2025-03-10,2861.76,send,Success
254,9086,2025-04-24,374.54,receive,Failed
255,967,2025-06-08,4867.67,recharge,Success
256,5231,2024-06-18,1313.92,recharge,Failed
257,318,2025-02-16,1703.62,send,Failed
258,2636,2024-07-20,2818.28,receive,Pending
259,1141,2024-09-19,715.49,bill_pay,Pending
260,72,2024-06-22,4922.1,recharge,Failed
261,7440,2024-12-22,484.35,recharge,Failed
262,7666,2025-06-01,3752.55,send,Pending
263,1389,2025-04-22,1024.46,recharge,Pending
264,9194,2024-08-13,1435.69,recharge,Success
265,5919,2024-07-26,524.08,receive,Success
266,738,2024-12-27,1482.75,upi_qr,Failed
267,4320,2025-03-07,3520.74,recharge,Failed
268,7696,2024-07-14,4955.21,upi_qr,Failed
269,7313,2025-02-10,1596.82,send,Pending
270,5194,2024-10-27,562.94,send,Success
271,9923,2024-12-13,1097.99,bill_pay,Pending
272,6054,2025-03-01,3090.62,recharge,Failed
273,9666,2024-12-15,552.61,upi_qr,Success
274,4895,2024-10-28,4133.48,send,Success
275,1053,2025-01-07,3722.39,bill_pay,Pending
276,327,2024-10-06,2778.47,bill_pay,Pending
277,959,2024-09-21,4245.25,send,Failed
278,1579,2025-02-17,3507.74,bill_pay,Failed
279,3464,2024-08-11,306.6,send,Success
280,3686,2025-03-11,4950.06,upi_qr,Failed
281,4855,2025-03-24,4146.74,recharge,Failed
282,6791,2025-03-17,1510.75,send,Failed
283,3928,2025-05-10,4598.25,receive,Failed
284,4176,2025-01-03,1492.18,recharge,Success
285,1021,2025-03-22,3132.44,upi_qr,Success
286,2945,2025-04-05,1814.3,receive,Success
287,6082,2024-07-08,1252.03,bill_pay,Failed
288,7211,2024-08-05,709.36,send,Success
289,5069,2024-10-13,3281.72,bill_pay,Success
290,3526,2024-12-31,4706.66,upi_qr,Success
291,1118,2025-04-10,4259.96,bill_pay,Pending
292,3259,2025-04-11,10.68,receive,Success
293,7150,2025-04-08,2206.08,bill_pay,Success
294,9642,2025-02-07,2927.33,send,Success
295,563,2025-03-01,75.6,bill_pay,Pending
296,4546,2025-01-05,3013.52,receive,Success
297,3237,2025-04-22,261.33,send,Failed
298,7563,2025-06-02,4346.07,send,Pending
299,7224,2025-01-13,304.68,recharge,Failed
300,7261,2024-10-19,3226.84,bill_pay,Failed
301,4482,2024-12-14,2329.06,recharge,Success
302,6421,2024-12-14,3236.83,bill_pay,Failed
303,1400,2025-03-04,1524.83,send,Pending
304,5266,2025-03-03,1686.41,receive,Success
305,5305,2025-03-03,2024.59,receive,Failed
306,1316,2024-09-24,1314.93,bill_pay,Success
307,6175,2024-12-07,1555.46,receive,Success
308,9038,2024-12-14,3482.91,send,Failed
309,7470,2024-07-12,3241.42,bill_pay,Failed
310,6244,2024-08-18,4374.73,receive,Pending
311,4592,2025-03-25,2523.46,send,Pending
312,7529,2024-09-24,1932.82,bill_pay,Success
313,3474,2025-05-21,808.25,receive,Pending
314,1756,2025-05-20,3684.09,recharge,Pending
315,8630,2024-08-29,1686.57,bill_pay,Pending
316,8428,2024-09-04,781.94,bill_pay,Success
317,9642,2024-07-08,1215.2,receive,Failed
318,4909,2024-07-21,2399.7,bill_pay,Pending
319,8155,2024-10-03,2517.25,upi_qr,Pending
320,7723,2025-05-07,4952,send,Failed
321,3598,2024-08-03,3713.4,receive,Pending
322,4488,2024-10-01,3063.56,upi_qr,Failed
323,344,2025-05-01,4411.18,upi_qr,Failed
324,1965,2025-05-14,702.67,receive,Pending
325,3464,2024-09-06,1960.68,receive,Failed
326,9871,2025-04-27,3730.13,recharge,Success
327,9573,2024-07-13,4811.91,bill_pay,Failed
328,4743,2025-04-09,342.67,receive,Failed
329,1945,2025-05-02,4616.56,send,Failed
330,6448,2025-03-02,4877.55,bill_pay,Pending
331,1512,2024-11-17,2432.64,receive,Failed
332,399,2024-12-11,4499.25,receive,Failed
333,1126,2025-04-13,2817.75,recharge,Pending
334,1778,2024-10-10,1043.08,receive,Pending
335,9879,2024-12-21,2292.64,bill_pay,Pending
336,1608,2025-04-06,3090,recharge,Failed
337,219,2025-05-25,4890.17,bill_pay,Failed
338,2236,2024-10-03,2820.63,bill_pay,Pending
339,2104,2024-08-18,2096.24,upi_qr,Failed
340,4565,2025-02-28,1765.44,send,Pending
341,8754,2024-10-25,31.39,recharge,Pending
342,1996,2025-02-26,1653.18,recharge,Failed
343,2571,2025-03-07,211.02,upi_qr,Pending
344,3811,2024-08-18,742.94,upi_qr,Success
345,5194,2024-11-22,4958.14,recharge,Failed
346,4962,2024-12-07,93.19,receive,Failed
347,6060,2025-02-04,3787.97,send,Pending
348,2425,2025-04-05,4348.33,receive,Pending
349,6177,2024-11-12,1428.41,bill_pay,Pending
350,1413,2025-03-01,254.22,bill_pay,Failed
351,4669,2025-02-14,406.9,recharge,Pending
352,6489,2025-05-10,1166.43,upi_qr,Success
353,9997,2024-11-25,4165.97,receive,Pending
354,5040,2025-01-29,2506.91,send,Pending
355,2676,2024-11-26,4167.93,receive,Failed
356,6744,2024-06-20,1965.8,recharge,Failed
357,3534,2025-01-23,1760.38,recharge,Pending
358,9064,2024-09-27,4750.32,bill_pay,Pending
359,7364,2024-07-10,1041.14,send,Failed
360,8590,2025-03-14,4752.79,recharge,Pending
361,6012,2025-06-08,869.97,upi_qr,Success
362,1740,2025-02-06,2134.29,recharge,Success
363,6262,2025-01-15,1359.29,receive,Success
364,7217,2024-09-27,370.15,send,Success
365,321,2024-09-01,2849.48,receive,Failed
366,2995,2024-12-31,941.88,receive,Success
367,2443,2024-09-10,1534.4,send,Failed
368,8824,2025-03-25,4119.62,recharge,Success
369,6410,2025-01-22,4793.28,receive,Failed
370,3036,2024-09-17,4762.95,send,Failed
371,6525,2024-07-27,1552.22,upi_qr,Pending
372,9650,2024-11-09,2735.3,receive,Success
373,9656,2025-05-28,958.02,bill_pay,Success
374,6220,2025-02-14,1136.45,receive,Pending
375,7346,2024-10-29,2615.55,recharge,Success
376,7051,2025-01-12,3889.05,recharge,Success
377,4453,2025-01-06,3049.63,send,Pending
378,8249,2024-07-24,48.28,receive,Pending
379,4047,2024-11-07,1089.59,recharge,Success
380,767,2025-03-25,4591.84,bill_pay,Success
381,1822,2025-01-04,4769.05,recharge,Success
382,8205,2025-05-24,2154.77,upi_qr,Failed
383,6278,2024-06-30,1295.63,bill_pay,Success
384,169,2024-11-05,2917.67,upi_qr,Pending
385,2941,2025-03-26,4736.06,send,Failed
386,1747,2024-09-16,3036.71,send,Failed
387,7317,2025-06-04,2264.41,bill_pay,Failed
388,8336,2024-08-31,4795.19,send,Pending
389,8855,2024-08-07,1698.04,receive,Success
390,8831,2025-01-08,2224.05,bill_pay,Success
391,4692,2024-06-22,3809.41,bill_pay,Success
392,3654,2024-09-28,3735.97,receive,Failed
393,2897,2024-07-08,4059.29,send,Failed
394,7623,2024-08-14,898.82,send,Success
395,2942,2024-06-23,3061.95,send,Success
396,6996,2024-07-21,4967.2,upi_qr,Success
397,746,2025-03-10,2053.99,receive,Pending
398,3739,2024-09-01,2639.41,recharge,Pending
399,854,2025-03-23,2467,send,Failed
400,4400,2025-04-06,360.89,bill_pay,Failed
401,8482,2025-02-22,1715.53,receive,Failed
402,5687,2025-03-19,2715.33,recharge,Pending
403,4739,2024-10-17,4531.29,recharge,Pending
404,7375,2024-07-02,3165.8,upi_qr,Success
405,8827,2024-10-13,4012.66,recharge,Success
406,3072,2025-05-18,1241.37,send,Failed
407,1191,2024-12-06,47.04,receive,Success
408,6972,2024-06-19,603.03,upi_qr,Success
409,8847,2025-03-11,1199.76,upi_qr,Pending
410,6950,2024-07-08,2216.01,bill_pay,Pending
411,3613,2024-07-15,1388.97,recharge,Success
412,5122,2025-02-28,231.03,receive,Success
413,7882,2024-08-26,1929.7,bill_pay,Failed
414,233,2025-04-08,3555.27,bill_pay,Pending
415,7572,2024-07-02,664.13,receive,Pending
416,2612,2025-03-24,2131.06,upi_qr,Success
417,8098,2025-02-07,4360.82,send,Success
418,4267,2024-09-18,3286.57,receive,Success
419,5555,2025-04-17,4158.56,recharge,Pending
420,6217,2025-06-08,1622.01,send,Failed
421,7631,2025-05-19,2927.18,bill_pay,Pending
422,6507,2025-01-31,1927.46,receive,Pending
423,1348,2024-07-16,1091.3,recharge,Pending
424,9254,2025-03-20,1063.16,recharge,Failed
425,5406,2025-02-16,2382.37,upi_qr,Failed
426,1346,2025-05-15,2482.38,send,Pending
427,1373,2024-11-24,2473.54,upi_qr,Success
428,566,2024-08-17,497.5,recharge,Failed
429,5790,2024-06-30,2111.98,receive,Success
430,8343,2024-09-10,4780.55,bill_pay,Success
431,2539,2025-05-12,3776.78,bill_pay,Failed
432,9760,2024-09-11,3536.52,send,Success
433,6962,2024-08-09,4692.76,send,Failed
434,7202,2025-05-06,2262.18,bill_pay,Failed
435,5936,2025-05-17,1806,receive,Success
436,5282,2025-06-05,1667.55,receive,Pending
437,9060,2024-10-18,4166.42,recharge,Success
438,8525,2024-11-04,3524.98,receive,Failed
439,5306,2024-07-08,4580.27,bill_pay,Pending
440,7911,2025-01-16,3444.46,send,Failed
441,1208,2025-04-23,2818.84,recharge,Pending
442,7553,2024-08-14,3713.8,upi_qr,Pending
443,9870,2025-06-04,1796.69,receive,Success
444,2849,2025-03-30,1679.44,bill_pay,Pending
445,5209,2024-09-12,1447.36,receive,Success
446,2908,2025-05-20,3806.76,send,Pending
447,1723,2025-03-11,3286.1,bill_pay,Pending
448,375,2025-04-19,1669.19,recharge,Success
449,2638,2024-11-24,442.09,bill_pay,Failed
450,1192,2025-02-10,3517.38,recharge,Failed
451,5969,2025-02-01,4861.93,send,Failed
452,4739,2025-03-16,3582.75,receive,Success
453,9864,2024-07-23,704.72,upi_qr,Failed
454,8100,2024-09-25,1883.35,bill_pay,Pending
455,8536,2024-10-25,804.24,receive,Pending
456,9324,2025-03-23,3806.61,recharge,Pending
457,5975,2025-05-02,3011.78,receive,Success
458,8465,2025-04-10,3884.55,recharge,Failed
459,8020,2025-05-01,4702.74,upi_qr,Success
460,4140,2024-06-15,2087.75,upi_qr,Failed
461,6159,2024-08-20,513.76,recharge,Success
462,6584,2025-01-27,2556.28,receive,Success
463,3209,2024-10-27,548.88,receive,Failed
464,2214,2024-12-12,3867.39,upi_qr,Failed
465,2383,2024-09-26,4801.92,receive,Success
466,8703,2024-06-25,1944.76,upi_qr,Failed
467,3472,2024-10-04,887.92,recharge,Success
468,4019,2025-03-18,1766.68,recharge,Success
469,7700,2024-11-04,3946.73,recharge,Success
470,962,2024-09-05,3935.65,upi_qr,Success
471,5431,2024-07-29,1088.45,recharge,Success
472,3332,2025-02-09,4685.01,send,Pending
473,1653,2025-03-04,1663.14,recharge,Success
474,7137,2025-01-03,2579.99,recharge,Pending
475,6709,2025-05-28,3544.68,recharge,Failed
476,7275,2024-12-30,858.54,receive,Pending
477,8040,2025-02-26,1739.43,upi_qr,Pending
478,1276,2024-09-20,2580.47,receive,Failed
479,9436,2024-11-14,4569.9,upi_qr,Success
480,368,2024-07-31,1624.41,recharge,Success
481,1393,2024-07-13,784.28,send,Success
482,7401,2025-04-17,1268.8,receive,Success
483,4550,2025-01-12,589.59,recharge,Success
484,4295,2025-05-10,2209.63,send,Failed
485,8452,2024-09-27,2998.58,send,Success
486,8286,2024-07-13,2180.54,recharge,Success
487,9564,2025-04-08,219.48,receive,Failed
488,6241,2025-03-19,778.47,receive,Pending
489,3604,2024-08-07,400.63,send,Success
490,1901,2025-02-02,1338.12,recharge,Failed
491,1888,2024-08-05,1597.18,upi_qr,Success
492,8975,2025-02-07,2380.46,receive,Success
493,8458,2024-08-13,943.06,upi_qr,Success
494,4237,2025-01-26,3845.27,recharge,Success
495,3547,2024-08-03,2717.89,bill_pay,Pending
496,5135,2025-05-13,1343.51,recharge,Success
497,9154,2025-02-10,2061.23,receive,Pending
498,5753,2024-12-14,3449.54,bill_pay,Pending
499,9331,2025-05-22,3045.19,upi_qr,Failed
500,2311,2024-11-02,2961.8,upi_qr,Success
501,7334,2024-10-07,4073.34,bill_pay,Failed
502,8258,2024-09-22,3620.64,receive,Pending
503,5038,2024-11-30,1770.61,upi_qr,Success
504,3388,2025-04-02,3494.73,receive,Failed
505,7591,2025-05-31,3687.2,upi_qr,Failed
506,4278,2025-05-22,958.51,recharge,Failed
507,1362,2025-02-27,4786.66,receive,Success
508,4878,2025-04-11,2550.72,recharge,Failed
509,5894,2025-03-13,2377.09,upi_qr,Success
510,5044,2025-05-07,4895.9,recharge,Failed
511,4832,2025-04-22,1488.55,upi_qr,Failed
512,2329,2024-12-08,4797.49,recharge,Failed
513,7706,2024-08-17,600.02,bill_pay,Success
514,3333,2024-11-26,128.27,receive,Failed
515,5239,2024-11-13,4244.27,recharge,Pending
516,1118,2025-05-21,541.09,bill_pay,Success
517,8308,2024-08-25,2166.93,recharge,Pending
518,9403,2024-12-31,4974.98,send,Success
519,4992,2024-09-07,3860.04,send,Success
520,8646,2024-11-06,4124.99,upi_qr,Pending
521,8673,2025-05-09,3840.49,send,Success
522,8392,2025-04-12,3688.06,send,Failed
523,5262,2024-10-08,1269.73,recharge,Success
524,2126,2025-06-02,2404.35,send,Failed
525,709,2024-08-05,3742.25,recharge,Pending
526,1490,2025-05-03,4050.3,upi_qr,Failed
527,555,2025-03-11,152.21,bill_pay,Failed
528,949,2025-05-31,3429.25,upi_qr,Failed
529,538,2024-10-07,3220.56,send,Pending
530,1415,2025-01-05,3037.15,bill_pay,Failed
531,3212,2025-02-06,2150.03,bill_pay,Failed
532,6398,2024-12-09,4588.23,receive,Failed
533,4279,2025-06-06,2223.73,bill_pay,Pending
534,4880,2024-11-20,4844.55,recharge,Pending
535,8417,2024-08-12,1587.98,send,Failed
536,7400,2025-02-15,4771.5,receive,Failed
537,8757,2025-01-02,3533.04,bill_pay,Pending
538,5358,2024-08-31,4776.14,send,Failed
539,6560,2024-08-20,4046.95,upi_qr,Success
540,7732,2024-10-30,3002.57,send,Pending
541,6930,2024-06-21,198.75,bill_pay,Pending
542,7039,2024-10-14,2748.95,recharge,Pending
543,8509,2024-11-08,1247.95,bill_pay,Failed
544,2678,2025-02-08,3149.47,bill_pay,Failed
545,2943,2024-07-16,4586.27,recharge,Failed
546,1193,2025-02-06,1811.02,bill_pay,Failed
547,84,2025-06-08,2260.44,upi_qr,Pending
548,3009,2025-04-05,156.2,send,Failed
549,704,2024-07-10,252.52,upi_qr,Pending
550,9308,2025-06-08,577.03,receive,Pending
551,8249,2024-06-13,2189.6,recharge,Success
552,5924,2024-12-12,1187.93,receive,Failed
553,2172,2024-06-11,2533.02,recharge,Failed
554,906,2024-11-29,745.77,send,Pending
555,4972,2025-01-26,2189.76,bill_pay,Failed
556,3630,2024-08-29,1877.51,upi_qr,Pending
557,30,2024-09-22,416.37,receive,Failed
558,8744,2025-03-05,2087.5,recharge,Pending
559,4743,2024-07-21,2271.89,bill_pay,Failed
560,4452,2024-06-28,675.38,upi_qr,Pending
561,4651,2024-11-26,780.66,recharge,Failed
562,3234,2024-08-11,2996.69,bill_pay,Pending
563,3646,2024-08-23,416.11,recharge,Success
564,7550,2024-10-03,564.78,recharge,Success
565,5567,2025-01-27,4739.72,recharge,Success
566,9563,2025-04-29,1780.18,send,Failed
567,474,2025-06-04,2671.95,send,Pending
568,5801,2024-06-28,4950.82,bill_pay,Pending
569,7647,2025-03-13,1345.71,recharge,Failed
